,DMA,scores,sd,count,Region,date
"14",513,-0.75,2.12,8,"Flint-Saginaw-Bay City, MI","07/01/2015 19:32"
"15",514,0.09,1.9,53,"Buffalo, NY","07/01/2015 19:32"
"16",515,-0.12,1.67,33,"Cincinnati, OH","07/01/2015 19:32"
"17",516,-0.44,1.59,9,"Erie, PA","07/01/2015 19:32"
"18",517,0.27,1.44,51,"Charlotte, NC","07/01/2015 19:32"
"19",518,0.03,1.95,34,"Greensboro-High Point-Winston Salem, NC","07/01/2015 19:32"
"20",519,0.67,2.15,12,"Charleston, SC","07/01/2015 19:32"
"21",520,-0.8,1.79,5,"Augusta, GA","07/01/2015 19:32"
"22",521,-0.07,1.33,27,"Providence, RI-New Bedford, MA","07/01/2015 19:32"
"23",522,1.56,3.94,9,"Columbus, GA","07/01/2015 19:32"
"24",523,0,NA,1,"Burlington, VT-Plattsburgh, NY","07/01/2015 19:32"
"25",524,0.42,2.39,101,"Atlanta, GA","07/01/2015 19:32"
"26",525,1,1.41,2,"Albany, GA","07/01/2015 19:32"
"27",526,0.33,3.51,3,"Utica, NY","07/01/2015 19:32"
"28",527,0.07,1.72,91,"Indianapolis, IN","07/01/2015 19:32"
"29",528,-0.31,2.42,128,"Miami-Ft. Lauderdale, FL","07/01/2015 19:32"
"30",529,-0.11,1.99,27,"Louisville, KY","07/01/2015 19:32"
"31",530,0.67,1.07,12,"Tallahassee, FL-Thomasville, GA","07/01/2015 19:32"
"32",531,2,3.46,3,"Tri-Cities, TN-VA","07/01/2015 19:32"
"33",532,0.23,2.09,13,"Albany-Schenectady-Troy, NY","07/01/2015 19:32"
"34",533,-0.26,1.26,31,"Hartford & New Haven, CT","07/01/2015 19:32"
"35",534,0.41,1.69,102,"Orlando-Daytona Beach-Melbourne, FL","07/01/2015 19:32"
"36",535,0.51,2.31,68,"Columbus, OH","07/01/2015 19:32"
"37",536,-0.2,1.81,10,"Youngstown, OH","07/01/2015 19:32"
"38",537,-4,NA,1,"Bangor, ME","07/01/2015 19:32"
"39",538,-0.5,0.71,2,"Rochester, NY","07/01/2015 19:32"
"40",539,-0.79,2,34,"Tampa-St Petersburg (Sarasota), FL","07/01/2015 19:32"
"41",541,0.55,1.86,11,"Lexington, KY","07/01/2015 19:32"
"42",542,0.21,2.25,19,"Dayton, OH","07/01/2015 19:32"
"43",543,-1,2.24,9,"Springfield-Holyoke, MA","07/01/2015 19:32"
"44",544,-0.09,2.2,103,"Norfolk-Portsmouth-Newport News,VA","07/01/2015 19:32"
"45",545,0,0,6,"Greenville-New Bern-Washington, NC","07/01/2015 19:32"
"46",546,0.67,1.15,3,"Columbia, SC","07/01/2015 19:32"
"47",547,0.26,1.75,27,"Toledo, OH","07/01/2015 19:32"
"48",548,0.08,1.09,26,"West Palm Beach-Ft. Pierce, FL","07/01/2015 19:32"
"49",549,1.5,0.71,2,"Watertown, NY","07/01/2015 19:32"
"50",551,0.3,2.06,10,"Lansing, MI","07/01/2015 19:32"
"51",553,3.33,3.06,3,"Marquette, MI","07/01/2015 19:32"
"52",554,0,0,3,"Wheeling, WV-Steubenville, OH","07/01/2015 19:32"
"53",555,-0.43,2.57,7,"Syracuse, NY","07/01/2015 19:32"
"54",556,-0.14,2.04,7,"Richmond-Petersburg, VA","07/01/2015 19:32"
"55",557,0.47,1.25,15,"Knoxville, TN","07/01/2015 19:32"
"56",558,0,NA,1,"Lima, OH","07/01/2015 19:32"
"57",559,1,NA,1,"Bluefield-Beckley-Oak Hill, WV","07/01/2015 19:32"
"58",560,0.13,1.65,77,"Raleigh-Durham (Fayetteville), NC","07/01/2015 19:32"
"59",561,0.67,1.15,3,"Jacksonville, FL","07/01/2015 19:32"
"60",563,0.56,1.89,25,"Grand Rapids-Kalamazoo-Battle Creek, MI","07/01/2015 19:32"
"61",564,0.38,1.19,8,"Charleston-Huntington, WV","07/01/2015 19:32"
"62",565,0,NA,1,"Elmira, NY","07/01/2015 19:32"
"63",566,0.33,1,9,"Harrisburg-Lancaster-Lebanon-York, PA","07/01/2015 19:32"
"64",567,0.75,1.16,8,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC","07/01/2015 19:32"
"65",569,0,NA,1,"Harrisonburg, VA","07/01/2015 19:32"
"66",570,0.76,1.58,21,"Florence-Myrtle Beach, SC","07/01/2015 19:32"
"67",571,0.14,1.21,7,"Ft. Myers-Naples, FL","07/01/2015 19:32"
"68",573,-0.36,1.91,14,"Roanoke-Lynchburg, VA","07/01/2015 19:32"
"69",574,0,0,2,"Johnstown-Altoona, PA","07/01/2015 19:32"
"70",575,0.5,0.71,2,"Chattanooga, TN","07/01/2015 19:32"
"71",576,0.14,2.04,7,"Salisbury, MD","07/01/2015 19:32"
"72",577,0.6,3.97,5,"Wilkes Barre-Scranton, PA","07/01/2015 19:32"
"73",581,-1,1.41,2,"Terre Haute, IN","07/01/2015 19:32"
"74",582,0,NA,1,"Lafayette, IN","07/01/2015 19:32"
"75",584,-2,NA,1,"Charlottesville, VA","07/01/2015 19:32"
"76",588,-0.38,1.51,8,"South Bend-Elkhart, IN","07/01/2015 19:32"
"77",592,-1,1.51,8,"Gainesville, FL","07/01/2015 19:32"
"78",596,0,NA,1,"Zanesville, OH","07/01/2015 19:32"
"79",597,0.2,0.45,5,"Parkersburg, WV","07/01/2015 19:32"
"80",598,0,NA,1,"Clarksburg-Weston, WV","07/01/2015 19:32"
"81",600,-0.29,2.63,24,"Corpus Christi, TX","07/01/2015 19:32"
"82",602,0.18,1.97,263,"Chicago, IL","07/01/2015 19:32"
"83",603,0,NA,1,"Joplin, MO-Pittsburg, KS","07/01/2015 19:32"
"84",604,2,2.83,2,"Columbia-Jefferson City, MO","07/01/2015 19:32"
"85",605,-0.75,3.01,8,"Topeka, KS","07/01/2015 19:32"
"86",606,0,0,4,"Dothan, AL","07/01/2015 19:32"
"87",609,-0.57,1.69,21,"St. Louis, MO","07/01/2015 19:32"
"88",610,0.33,0.58,3,"Rockford, IL","07/01/2015 19:32"
"89",612,0.71,1.14,14,"Shreveport, LA","07/01/2015 19:32"
"90",613,0.28,1.44,43,"Minneapolis-St. Paul, MN","07/01/2015 19:32"
"91",616,0.34,1.61,41,"Kansas City, MO","07/01/2015 19:32"
"92",617,-0.5,1.89,44,"Milwaukee, WI","07/01/2015 19:32"
"93",618,0.11,1.88,256,"Houston, TX","07/01/2015 19:32"
"94",619,0,0,4,"Springfield, MO","07/01/2015 19:32"
"95",622,-0.52,1.97,63,"New Orleans, LA","07/01/2015 19:32"
"96",623,0.1,1.92,281,"Dallas-Ft. Worth, TX","07/01/2015 19:32"
"97",625,-0.15,0.99,20,"Waco-Temple-Bryan, TX","07/01/2015 19:32"
"98",626,-1,NA,1,"Victoria, TX","07/01/2015 19:32"
"99",627,-0.07,0.37,30,"Wichita Falls, TX & Lawton, OK","07/01/2015 19:32"
"100",628,1.5,3.38,8,"Monroe, LA-El Dorado, AR","07/01/2015 19:32"
"101",630,0.92,2.23,26,"Birmingham, AL","07/01/2015 19:32"
"102",632,2.5,0.71,2,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL","07/01/2015 19:32"
"103",633,-1,2.51,8,"Odessa-Midland, TX","07/01/2015 19:32"
"104",634,1,3.46,4,"Amarillo, TX","07/01/2015 19:32"
"105",635,0,2.06,59,"Austin, TX","07/01/2015 19:32"
"106",636,-0.35,2.4,31,"Harlingen-Weslaco-Brownsville-McAllen, TX","07/01/2015 19:32"
"107",637,1.44,3.24,9,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","07/01/2015 19:32"
"108",639,0.75,3.59,4,"Jackson, TN","07/01/2015 19:32"
"109",640,0.23,1.54,31,"Memphis, TN","07/01/2015 19:32"
"110",641,-0.06,1.88,80,"San Antonio, TX","07/01/2015 19:32"
"111",642,0.2,1.15,25,"Lafayette, LA","07/01/2015 19:32"
"112",643,0,0,3,"Lake Charles, LA","07/01/2015 19:32"
"113",644,0,0,6,"Alexandria, LA","07/01/2015 19:32"
"114",648,0.83,2.12,12,"Champaign & Springfield-Decatur,IL","07/01/2015 19:32"
"115",649,-0.08,3.12,13,"Evansville, IN","07/01/2015 19:32"
"116",650,0.28,1.65,39,"Oklahoma City, OK","07/01/2015 19:32"
"117",651,0.17,0.41,6,"Lubbock, TX","07/01/2015 19:32"
"118",652,0.26,1.48,27,"Omaha, NE","07/01/2015 19:32"
"119",656,0,0,3,"Panama City, FL","07/01/2015 19:32"
"120",657,-0.25,1.26,4,"Sherman, TX-Ada, OK","07/01/2015 19:32"
"121",658,0.64,2.46,11,"Green Bay-Appleton, WI","07/01/2015 19:32"
"122",659,-0.27,2.39,60,"Nashville, TN","07/01/2015 19:32"
"123",662,0.67,1.15,3,"Abilene-Sweetwater, TX","07/01/2015 19:32"
"124",669,-0.17,2.23,6,"Madison, WI","07/01/2015 19:32"
"125",670,1.67,2.88,6,"Ft. Smith-Fayetteville-Springdale-Rogers, AR","07/01/2015 19:32"
"126",671,-0.2,1.11,20,"Tulsa, OK","07/01/2015 19:32"
"127",673,0,NA,1,"Columbus-Tupelo-West Point, MS","07/01/2015 19:32"
"128",675,0,2.45,4,"Peoria-Bloomington, IL","07/01/2015 19:32"
"129",676,-0.38,2.77,8,"Duluth, MN-Superior, WI","07/01/2015 19:32"
"130",678,0.8,2.5,25,"Wichita-Hutchinson, KS","07/01/2015 19:32"
"131",679,1.56,2.62,18,"Des Moines-Ames, IA","07/01/2015 19:32"
"132",682,0.33,1.41,9,"Davenport,IA-Rock Island-Moline,IL","07/01/2015 19:32"
"133",686,0.21,2.15,24,"Mobile, AL-Pensacola (Ft. Walton Beach), FL","07/01/2015 19:32"
"134",691,0.19,2.2,16,"Huntsville-Decatur (Florence), AL","07/01/2015 19:32"
"135",692,0.59,2.02,22,"Beaumont-Port Arthur, TX","07/01/2015 19:32"
"136",693,-0.12,1.58,17,"Little Rock-Pine Bluff, AR","07/01/2015 19:32"
"137",698,-0.33,2.61,12,"Montgomery (Selma), AL","07/01/2015 19:32"
"138",702,0.5,1,4,"La Crosse-Eau Claire, WI","07/01/2015 19:32"
"139",705,2,NA,1,"Wausau-Rhinelander, WI","07/01/2015 19:32"
"140",709,0.43,2.07,7,"Tyler-Longview(Lufkin & Nacogdoches), TX","07/01/2015 19:32"
"141",710,0,NA,1,"Hattiesburg-Laurel, MS","07/01/2015 19:32"
"142",716,-0.24,1.41,21,"Baton Rouge, LA","07/01/2015 19:32"
"143",717,0,NA,1,"Quincy, IL-Hannibal, MO-Keokuk, IA","07/01/2015 19:32"
"144",718,-0.36,0.67,11,"Jackson, MS","07/01/2015 19:32"
"145",722,-0.89,3.95,9,"Lincoln & Hastings-Kearney, NE","07/01/2015 19:32"
"146",724,0,0,5,"Fargo-Valley City, ND","07/01/2015 19:32"
"147",725,0.45,1.92,11,"Sioux Falls(Mitchell), SD","07/01/2015 19:32"
"148",734,0,NA,1,"Jonesboro, AR","07/01/2015 19:32"
"149",736,1.5,2.12,2,"Bowling Green, KY","07/01/2015 19:32"
"150",737,-4,NA,1,"Mankato, MN","07/01/2015 19:32"
"151",740,0,NA,1,"North Platte, NE","07/01/2015 19:32"
"152",746,0.67,1.15,3,"Biloxi-Gulfport, MS","07/01/2015 19:32"
"153",749,0.5,0.71,2,"Laredo, TX","07/01/2015 19:32"
"154",751,0.68,3.02,38,"Denver, CO","07/01/2015 19:32"
"155",752,-0.12,1.73,8,"Colorado Springs-Pueblo, CO","07/01/2015 19:32"
"156",753,0.33,1.94,94,"Phoenix, AZ","07/01/2015 19:32"
"157",757,1.2,1.64,5,"Boise, ID","07/01/2015 19:32"
"158",758,-0.67,1.15,3,"Idaho Falls-Pocatello, ID","07/01/2015 19:32"
"159",760,3,NA,1,"Twin Falls, ID","07/01/2015 19:32"
"160",762,1,1.41,2,"Missoula, MT","07/01/2015 19:32"
"161",764,0,NA,1,"Rapid City, SD","07/01/2015 19:32"
"162",765,-0.17,0.58,12,"El Paso, TX","07/01/2015 19:32"
"163",770,0.07,2.16,46,"Salt Lake City, UT","07/01/2015 19:32"
"164",771,0.22,2.59,9,"Yuma, AZ-El Centro, CA","07/01/2015 19:32"
"165",789,-0.57,1.7,14,"Tucson (Sierra Vista), AZ","07/01/2015 19:32"
"166",790,0.79,2.25,19,"Albuquerque-Santa Fe, NM","07/01/2015 19:32"
"167",800,0.24,1.35,17,"Bakersfield, CA","07/01/2015 19:32"
"168",801,0.12,1.81,8,"Eugene, OR","07/01/2015 19:32"
"169",803,0.12,2.42,528,"Los Angeles, CA","07/01/2015 19:32"
"170",804,-0.47,1.94,17,"Palm Springs, CA","07/01/2015 19:32"
"171",807,0.37,1.59,146,"San Francisco-Oakland-San Jose, CA","07/01/2015 19:32"
"172",810,1.75,3.45,8,"Yakima-Pasco-Richland-Kennewick, WA","07/01/2015 19:32"
"173",811,2.8,3.16,10,"Reno, NV","07/01/2015 19:32"
"174",813,0,0,3,"Medford-Klamath Falls, OR","07/01/2015 19:32"
"175",819,0.3,2,71,"Seattle-Tacoma, WA","07/01/2015 19:32"
"176",820,0.59,1.96,59,"Portland, OR","07/01/2015 19:32"
"177",821,2,2.83,2,"Bend, OR","07/01/2015 19:32"
"178",825,-0.1,2.01,68,"San Diego, CA","07/01/2015 19:32"
"179",828,0,1.28,12,"Monterey-Salinas, CA","07/01/2015 19:32"
"180",839,-0.33,2.43,39,"Las Vegas, NV","07/01/2015 19:32"
"181",855,0.5,1.22,6,"Santa Barbara-Santa Maria-San Luis Obispo, CA","07/01/2015 19:32"
"182",862,0.32,2.99,63,"Sacramento-Stockton-Modesto, CA","07/01/2015 19:32"
"183",866,0.26,1.36,42,"Fresno-Visalia, CA","07/01/2015 19:32"
"184",868,0,0,2,"Chico-Redding, CA","07/01/2015 19:32"
"185",881,0.54,1.9,13,"Spokane, WA","07/01/2015 19:32"
"","DMA","scores","sd","count","Region","date"
"1",500,1.5,6.36,2,"Portland-Auburn, ME","07/01/2015 22:48"
"2",501,0.21,2.08,196,"New York, NY","07/01/2015 22:48"
"3",502,0,NA,1,"Binghamton, NY","07/01/2015 22:48"
"4",503,-0.64,1.34,14,"Macon, GA","07/01/2015 22:48"
"5",504,-0.02,2.05,101,"Philadelphia, PA","07/01/2015 22:48"
"6",505,-0.25,2.31,96,"Detroit, MI","07/01/2015 22:48"
"7",506,0.27,1.6,51,"Boston, MA-Manchester, NH","07/01/2015 22:48"
"8",507,-0.9,2.47,10,"Savannah, GA","07/01/2015 22:48"
"9",508,-0.6,3.36,20,"Pittsburgh, PA","07/01/2015 22:48"
"10",509,0.1,3.14,10,"Ft. Wayne, IN","07/01/2015 22:48"
"11",510,-0.48,3,95,"Cleveland-Akron (Canton), OH","07/01/2015 22:48"
"12",511,-0.19,1.31,32,"Washington, DC (Hagerstown, MD)","07/01/2015 22:48"
"13",512,0.16,1.44,31,"Baltimore, MD","07/01/2015 22:48"
"14",513,-0.11,1.23,18,"Flint-Saginaw-Bay City, MI","07/01/2015 22:48"
"15",514,-0.09,2.45,22,"Buffalo, NY","07/01/2015 22:48"
"16",515,0.03,2.28,32,"Cincinnati, OH","07/01/2015 22:48"
"17",517,-0.25,1.96,56,"Charlotte, NC","07/01/2015 22:48"
"18",518,-0.53,2.17,19,"Greensboro-High Point-Winston Salem, NC","07/01/2015 22:48"
"19",519,0,0,4,"Charleston, SC","07/01/2015 22:48"
"20",520,0,0,3,"Augusta, GA","07/01/2015 22:48"
"21",521,-1.05,2.48,19,"Providence, RI-New Bedford, MA","07/01/2015 22:48"
"22",522,-0.54,2.66,28,"Columbus, GA","07/01/2015 22:48"
"23",524,-0.41,2.72,76,"Atlanta, GA","07/01/2015 22:48"
"24",525,3,NA,1,"Albany, GA","07/01/2015 22:48"
"25",527,-0.08,3.07,59,"Indianapolis, IN","07/01/2015 22:48"
"26",528,0.36,2,89,"Miami-Ft. Lauderdale, FL","07/01/2015 22:48"
"27",529,0.79,1.18,19,"Louisville, KY","07/01/2015 22:48"
"28",530,-0.22,0.67,9,"Tallahassee, FL-Thomasville, GA","07/01/2015 22:48"
"29",531,3,2.65,3,"Tri-Cities, TN-VA","07/01/2015 22:48"
"30",532,-1.25,1.89,4,"Albany-Schenectady-Troy, NY","07/01/2015 22:48"
"31",533,-0.12,2.45,25,"Hartford & New Haven, CT","07/01/2015 22:48"
"32",534,-0.06,1.37,65,"Orlando-Daytona Beach-Melbourne, FL","07/01/2015 22:48"
"33",535,-0.6,2.46,67,"Columbus, OH","07/01/2015 22:48"
"34",536,-0.09,2.74,11,"Youngstown, OH","07/01/2015 22:48"
"35",538,0,0,2,"Rochester, NY","07/01/2015 22:48"
"36",539,0.18,1.78,17,"Tampa-St Petersburg (Sarasota), FL","07/01/2015 22:48"
"37",541,-0.8,1.75,10,"Lexington, KY","07/01/2015 22:48"
"38",542,-0.24,1.71,17,"Dayton, OH","07/01/2015 22:48"
"39",543,-0.89,2.2,9,"Springfield-Holyoke, MA","07/01/2015 22:48"
"40",544,0.41,2.55,51,"Norfolk-Portsmouth-Newport News,VA","07/01/2015 22:48"
"41",545,1,1.73,3,"Greenville-New Bern-Washington, NC","07/01/2015 22:48"
"42",546,0,1.41,5,"Columbia, SC","07/01/2015 22:48"
"43",547,0.53,2.76,17,"Toledo, OH","07/01/2015 22:48"
"44",548,-0.11,1.73,19,"West Palm Beach-Ft. Pierce, FL","07/01/2015 22:48"
"45",550,0,NA,1,"Wilmington, NC","07/01/2015 22:48"
"46",551,-0.27,1.1,11,"Lansing, MI","07/01/2015 22:48"
"47",553,0,0,2,"Marquette, MI","07/01/2015 22:48"
"48",554,0,NA,1,"Wheeling, WV-Steubenville, OH","07/01/2015 22:48"
"49",555,0.25,0.97,12,"Syracuse, NY","07/01/2015 22:48"
"50",556,0.08,1.73,12,"Richmond-Petersburg, VA","07/01/2015 22:48"
"51",557,0.11,1.37,18,"Knoxville, TN","07/01/2015 22:48"
"52",558,-1,1.73,3,"Lima, OH","07/01/2015 22:48"
"53",559,2,1.73,3,"Bluefield-Beckley-Oak Hill, WV","07/01/2015 22:48"
"54",560,0.34,1.96,41,"Raleigh-Durham (Fayetteville), NC","07/01/2015 22:48"
"55",561,1.5,2.12,2,"Jacksonville, FL","07/01/2015 22:48"
"56",563,0.4,1.35,10,"Grand Rapids-Kalamazoo-Battle Creek, MI","07/01/2015 22:48"
"57",564,0,NA,1,"Charleston-Huntington, WV","07/01/2015 22:48"
"58",566,-0.33,0.82,6,"Harrisburg-Lancaster-Lebanon-York, PA","07/01/2015 22:48"
"59",567,0.07,1.03,15,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC","07/01/2015 22:48"
"60",569,-0.4,0.89,5,"Harrisonburg, VA","07/01/2015 22:48"
"61",570,0.5,1.5,20,"Florence-Myrtle Beach, SC","07/01/2015 22:48"
"62",571,0.2,0.45,5,"Ft. Myers-Naples, FL","07/01/2015 22:48"
"63",573,-2.29,4.27,7,"Roanoke-Lynchburg, VA","07/01/2015 22:48"
"64",574,0,0,2,"Johnstown-Altoona, PA","07/01/2015 22:48"
"65",575,-0.73,3.07,11,"Chattanooga, TN","07/01/2015 22:48"
"66",576,-0.5,1.73,4,"Salisbury, MD","07/01/2015 22:48"
"67",577,-0.4,1.52,5,"Wilkes Barre-Scranton, PA","07/01/2015 22:48"
"68",581,0.33,2.08,3,"Terre Haute, IN","07/01/2015 22:48"
"69",582,0,NA,1,"Lafayette, IN","07/01/2015 22:48"
"70",588,0,0,2,"South Bend-Elkhart, IN","07/01/2015 22:48"
"71",597,0.5,0.71,2,"Parkersburg, WV","07/01/2015 22:48"
"72",598,-1.33,1.15,3,"Clarksburg-Weston, WV","07/01/2015 22:48"
"73",600,0.13,1.71,45,"Corpus Christi, TX","07/01/2015 22:48"
"74",602,0.1,2.31,258,"Chicago, IL","07/01/2015 22:48"
"75",603,1,2,4,"Joplin, MO-Pittsburg, KS","07/01/2015 22:48"
"76",605,0.22,1.2,9,"Topeka, KS","07/01/2015 22:48"
"77",606,-1.67,2.08,3,"Dothan, AL","07/01/2015 22:48"
"78",609,0.08,2,40,"St. Louis, MO","07/01/2015 22:48"
"79",610,-0.27,2.31,15,"Rockford, IL","07/01/2015 22:48"
"80",612,2.67,3.06,3,"Shreveport, LA","07/01/2015 22:48"
"81",613,0.52,1.96,44,"Minneapolis-St. Paul, MN","07/01/2015 22:48"
"82",616,0.3,1.02,47,"Kansas City, MO","07/01/2015 22:48"
"83",617,-0.23,2.44,26,"Milwaukee, WI","07/01/2015 22:48"
"84",618,0.08,2.43,331,"Houston, TX","07/01/2015 22:48"
"85",619,-1,2.71,4,"Springfield, MO","07/01/2015 22:48"
"86",622,0.05,1.17,94,"New Orleans, LA","07/01/2015 22:48"
"87",623,-0.11,2.49,370,"Dallas-Ft. Worth, TX","07/01/2015 22:48"
"88",624,3.33,4.16,3,"Sioux City, IA","07/01/2015 22:48"
"89",625,-0.3,2.76,60,"Waco-Temple-Bryan, TX","07/01/2015 22:48"
"90",626,0.5,0.71,2,"Victoria, TX","07/01/2015 22:48"
"91",627,-0.24,1.79,17,"Wichita Falls, TX & Lawton, OK","07/01/2015 22:48"
"92",628,-0.5,0.84,6,"Monroe, LA-El Dorado, AR","07/01/2015 22:48"
"93",630,-0.41,2.98,37,"Birmingham, AL","07/01/2015 22:48"
"94",632,0,NA,1,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL","07/01/2015 22:48"
"95",633,-0.76,1.82,17,"Odessa-Midland, TX","07/01/2015 22:48"
"96",634,0.36,1.63,11,"Amarillo, TX","07/01/2015 22:48"
"97",635,-0.23,2.11,62,"Austin, TX","07/01/2015 22:48"
"98",636,-0.32,1.8,66,"Harlingen-Weslaco-Brownsville-McAllen, TX","07/01/2015 22:48"
"99",637,0.73,1.9,11,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","07/01/2015 22:48"
"100",639,0.67,3.06,3,"Jackson, TN","07/01/2015 22:48"
"101",640,-0.13,1.82,23,"Memphis, TN","07/01/2015 22:48"
"102",641,0.35,2.46,155,"San Antonio, TX","07/01/2015 22:48"
"103",642,-0.04,1.4,24,"Lafayette, LA","07/01/2015 22:48"
"104",643,-0.12,1.36,8,"Lake Charles, LA","07/01/2015 22:48"
"105",644,-0.14,3.39,7,"Alexandria, LA","07/01/2015 22:48"
"106",647,0,NA,1,"Greenwood-Greenville, MS","07/01/2015 22:48"
"107",648,-0.4,1.35,10,"Champaign & Springfield-Decatur,IL","07/01/2015 22:48"
"108",649,-0.17,0.41,6,"Evansville, IN","07/01/2015 22:48"
"109",650,-0.1,2.21,70,"Oklahoma City, OK","07/01/2015 22:48"
"110",651,-0.22,0.67,9,"Lubbock, TX","07/01/2015 22:48"
"111",652,0.13,2.32,30,"Omaha, NE","07/01/2015 22:48"
"112",656,-0.14,1.95,7,"Panama City, FL","07/01/2015 22:48"
"113",657,1.75,1.71,4,"Sherman, TX-Ada, OK","07/01/2015 22:48"
"114",658,0.67,1.63,6,"Green Bay-Appleton, WI","07/01/2015 22:48"
"115",659,0,1.79,63,"Nashville, TN","07/01/2015 22:48"
"116",661,0,NA,1,"San Angelo, TX","07/01/2015 22:48"
"117",662,0,NA,1,"Abilene-Sweetwater, TX","07/01/2015 22:48"
"118",670,-0.25,0.5,4,"Ft. Smith-Fayetteville-Springdale-Rogers, AR","07/01/2015 22:48"
"119",671,-0.25,3.4,24,"Tulsa, OK","07/01/2015 22:48"
"120",675,0.75,3.77,4,"Peoria-Bloomington, IL","07/01/2015 22:48"
"121",676,3,NA,1,"Duluth, MN-Superior, WI","07/01/2015 22:48"
"122",678,0.2,1.45,35,"Wichita-Hutchinson, KS","07/01/2015 22:48"
"123",679,-0.38,1.86,21,"Des Moines-Ames, IA","07/01/2015 22:48"
"124",682,0.1,0.32,10,"Davenport,IA-Rock Island-Moline,IL","07/01/2015 22:48"
"125",686,-0.62,1.19,8,"Mobile, AL-Pensacola (Ft. Walton Beach), FL","07/01/2015 22:48"
"126",691,1.13,1.73,15,"Huntsville-Decatur (Florence), AL","07/01/2015 22:48"
"127",692,0,1.47,24,"Beaumont-Port Arthur, TX","07/01/2015 22:48"
"128",693,-0.33,1.44,12,"Little Rock-Pine Bluff, AR","07/01/2015 22:48"
"129",698,0.79,1.38,24,"Montgomery (Selma), AL","07/01/2015 22:48"
"130",702,-1,1.41,2,"La Crosse-Eau Claire, WI","07/01/2015 22:48"
"131",709,-0.33,1.64,18,"Tyler-Longview(Lufkin & Nacogdoches), TX","07/01/2015 22:48"
"132",710,0,NA,1,"Hattiesburg-Laurel, MS","07/01/2015 22:48"
"133",716,0.05,1.8,38,"Baton Rouge, LA","07/01/2015 22:48"
"134",718,-0.59,2.11,32,"Jackson, MS","07/01/2015 22:48"
"135",722,0,NA,1,"Lincoln & Hastings-Kearney, NE","07/01/2015 22:48"
"136",724,-0.08,1.83,12,"Fargo-Valley City, ND","07/01/2015 22:48"
"137",725,0,0,2,"Sioux Falls(Mitchell), SD","07/01/2015 22:48"
"138",736,1,2,4,"Bowling Green, KY","07/01/2015 22:48"
"139",737,1.5,1.73,4,"Mankato, MN","07/01/2015 22:48"
"140",746,-0.25,2.87,4,"Biloxi-Gulfport, MS","07/01/2015 22:48"
"141",749,0.5,1.65,10,"Laredo, TX","07/01/2015 22:48"
"142",751,0.06,2.23,90,"Denver, CO","07/01/2015 22:48"
"143",752,-0.64,2.84,11,"Colorado Springs-Pueblo, CO","07/01/2015 22:48"
"144",753,0.11,2.79,131,"Phoenix, AZ","07/01/2015 22:48"
"145",754,1,NA,1,"Butte-Bozeman, MT","07/01/2015 22:48"
"146",757,0.62,1.19,13,"Boise, ID","07/01/2015 22:48"
"147",758,0,NA,1,"Idaho Falls-Pocatello, ID","07/01/2015 22:48"
"148",759,0,NA,1,"Cheyenne, WY-Scottsbluff, NE","07/01/2015 22:48"
"149",760,-1,NA,1,"Twin Falls, ID","07/01/2015 22:48"
"150",764,-1.25,1.5,4,"Rapid City, SD","07/01/2015 22:48"
"151",765,0.24,1.56,17,"El Paso, TX","07/01/2015 22:48"
"152",770,0.23,2.11,44,"Salt Lake City, UT","07/01/2015 22:48"
"153",771,0.07,1.49,14,"Yuma, AZ-El Centro, CA","07/01/2015 22:48"
"154",789,0.03,1.64,32,"Tucson (Sierra Vista), AZ","07/01/2015 22:48"
"155",790,-0.12,1.4,26,"Albuquerque-Santa Fe, NM","07/01/2015 22:48"
"156",800,0.19,2.17,53,"Bakersfield, CA","07/01/2015 22:48"
"157",801,0.37,2.83,19,"Eugene, OR","07/01/2015 22:48"
"158",803,0.17,2.37,1001,"Los Angeles, CA","07/01/2015 22:48"
"159",804,1.25,2.55,20,"Palm Springs, CA","07/01/2015 22:48"
"160",807,0.03,1.79,264,"San Francisco-Oakland-San Jose, CA","07/01/2015 22:48"
"161",810,0.5,1.67,20,"Yakima-Pasco-Richland-Kennewick, WA","07/01/2015 22:48"
"162",811,0.25,1.69,16,"Reno, NV","07/01/2015 22:48"
"163",813,1,2.14,8,"Medford-Klamath Falls, OR","07/01/2015 22:48"
"164",819,0.08,2.23,117,"Seattle-Tacoma, WA","07/01/2015 22:48"
"165",820,0.18,1.95,84,"Portland, OR","07/01/2015 22:48"
"166",821,0,0,6,"Bend, OR","07/01/2015 22:48"
"167",825,0.19,2.6,103,"San Diego, CA","07/01/2015 22:48"
"168",828,-0.5,1.3,22,"Monterey-Salinas, CA","07/01/2015 22:48"
"169",839,0.54,1.96,72,"Las Vegas, NV","07/01/2015 22:48"
"170",855,0.44,2.51,9,"Santa Barbara-Santa Maria-San Luis Obispo, CA","07/01/2015 22:48"
"171",862,0.09,2.05,158,"Sacramento-Stockton-Modesto, CA","07/01/2015 22:48"
